currency,time,price
CARR,1729144800,0.001866
CARR,1729148400,0.001837
CARR,1729152000,0.001943
CARR,1729155600,0.001889
CARR,1729159200,0.001867
CARR,1729162800,0.001848
CARR,1729166400,0.001833
CARR,1729170000,0.001813
CARR,1729173600,0.0018
CARR,1729177200,0.001798
CARR,1729180800,0.001797
CARR,1729184400,0.001763
CARR,1729188000,0.001769
CARR,1729191600,0.00176
CARR,1729195200,0.00176
CARR,1729198800,0.001793
CARR,1729202400,0.00176
CARR,1729206000,0.00176
CARR,1729209600,0.001728
CARR,1729213200,0.001727
CARR,1729216800,0.001726
CARR,1729220400,0.001723
CARR,1729224000,0.001645
CARR,1729227600,0.001616
CARR,1729231200,0.001666
CARR,1729234800,0.001833
CARR,1729238400,0.001823
CARR,1729242000,0.001937
CARR,1729245600,0.001911
CARR,1729249200,0.001923
CARR,1729252800,0.001962
CARR,1729256400,0.00203
CARR,1729260000,0.001994
CARR,1729263600,0.001927
CARR,1729267200,0.001924
CARR,1729270800,0.001959
CARR,1729274400,0.001976
CARR,1729278000,0.002043
CARR,1729281600,0.002066
CARR,1729285200,0.002001
CARR,1729288800,0.002031
CARR,1729292400,0.002021
CARR,1729296000,0.002019
CARR,1729299600,0.002029
CARR,1729303200,0.002028
CARR,1729306800,0.002038
CARR,1729310400,0.002016
CARR,1729314000,0.002016
CARR,1729317600,0.002005
CARR,1729321200,0.002008
CARR,1729324800,0.001988
CARR,1729328400,0.001973
CARR,1729332000,0.001906
CARR,1729335600,0.001873
CARR,1729339200,0.001888
CARR,1729342800,0.001888
CARR,1729346400,0.001919
CARR,1729350000,0.001931
CARR,1729353600,0.001967
CARR,1729357200,0.001937
CARR,1729360800,0.001882
CARR,1729364400,0.001951
CARR,1729368000,0.001939
CARR,1729371600,0.001938
CARR,1729375200,0.001902
CARR,1729378800,0.0018
CARR,1729382400,0.00182
CARR,1729386000,0.00182
CARR,1729389600,0.001826
CARR,1729393200,0.001826
CARR,1729396800,0.00173
CARR,1729400400,0.001771
CARR,1729404000,0.001773
TAPT,1729144800,3.648
TAPT,1729148400,3.648
TAPT,1729152000,3.648
TAPT,1729155600,3.648
TAPT,1729159200,3.648
TAPT,1729162800,3.648
TAPT,1729166400,3.648
TAPT,1729170000,3.647
TAPT,1729173600,3.647
TAPT,1729177200,3.648
TAPT,1729180800,3.648
TAPT,1729184400,3.648
TAPT,1729188000,3.648
TAPT,1729191600,3.648
TAPT,1729195200,3.648
TAPT,1729198800,3.648
TAPT,1729202400,3.648
TAPT,1729206000,3.648
TAPT,1729209600,3.648
TAPT,1729213200,3.648
TAPT,1729216800,3.648
TAPT,1729220400,3.648
TAPT,1729224000,3.647
TAPT,1729227600,3.648
TAPT,1729231200,3.648
TAPT,1729234800,3.648
TAPT,1729238400,3.648
TAPT,1729242000,3.648
TAPT,1729245600,3.648
TAPT,1729249200,3.648
TAPT,1729252800,3.648
TAPT,1729256400,3.648
TAPT,1729260000,3.648
TAPT,1729263600,3.648
TAPT,1729267200,3.649
TAPT,1729270800,3.649
TAPT,1729274400,3.649
TAPT,1729278000,3.649
